string_protein_id	preferred_name	protein_size	annotation
511145.b3973	birA	321	Bifunctional ligase/repressor BirA; Acts both as a biotin--[acetyl-CoA-carboxylase] ligase and a biotin-operon repressor. In the presence of ATP, BirA activates biotin to form the BirA-biotinyl-5'-adenylate (BirA-bio-5'-AMP or holoBirA) complex. HoloBirA can either transfer the biotinyl moiety to the biotin carboxyl carrier protein (BCCP) subunit of acetyl-CoA carboxylase, or bind to the biotin operator site and inhibit transcription of the operon.
511145.b3974	coaA	316	Pantothenate kinase; Protein involved in coenzyme A biosynthetic process; Belongs to the prokaryotic pantothenate kinase family.
511145.b3980	tufB	394	Translation elongation factor EF-Tu 2; This protein promotes the GTP-dependent binding of aminoacyl- tRNA to the A-site of ribosomes during protein biosynthesis. Plays a stimulatory role in trans-translation, binds tmRNA.  (Microbial infection) Upon infection by bacteriophage Qbeta, part of the viral RNA-dependent RNA polymerase complex. With EF-Ts may provide a stabilizing scaffold for the beta (catalytic) subunit. Helps separate the double-stranded RNA of the template and growing RNA during elongation. With the beta subunit helps form the exit tunnel for template RNA. The GTPase acti [...] 
511145.b3981	secE	127	Preprotein translocase membrane subunit; Essential subunit of the protein translocation channel SecYEG. Clamps together the 2 halves of SecY. May contact the channel plug during translocation. Overexpression of some hybrid proteins has been thought to jam the protein secretion apparatus resulting in cell death; while this may be true it also results in FtsH-mediated degradation of SecY; Belongs to the SecE/SEC61-gamma family.
511145.b3982	nusG	181	Transcription termination factor; Participates in transcription elongation, termination and antitermination. In the absence of Rho, increases the rate of transcription elongation by the RNA polymerase (RNAP), probably by partially suppressing pausing. In the presence of Rho, modulates most Rho-dependent termination events by interacting with the RNAP to render the complex more susceptible to the termination activity of Rho. May be required to overcome a kinetic limitation of Rho to function at certain terminators. Also involved in ribosomal RNA and phage lambda N-mediated transcription [...] 
511145.b3983	rplK	142	50S ribosomal subunit protein L11; Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors; Belongs to the universal ribosomal protein uL11 family.
511145.b3984	rplA	234	50S ribosomal subunit protein L1; One of the primary rRNA binding proteins, it binds very close to the 3'-end of the 23S rRNA. Forms part of the L1 stalk. It is often not seen in high-resolution crystal structures, but can be seen in cryo_EM and 3D reconstruction models. These indicate that the distal end of the stalk moves by approximately 20 angstroms. This stalk movement is thought to be coupled to movement of deacylated tRNA into and out of the E site, and thus to participate in tRNA translocation. Contacts the P and E site tRNAs.
511145.b3985	rplJ	165	50S ribosomal subunit protein L10; Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors. Belongs to the universal ribosomal protein uL10 family.
511145.b3986	rplL	121	50S ribosomal subunit protein L7/L12; The binding site for several of the GTPase factors involved in protein synthesis (IF-2, EF-Tu, EF-G and RF3). Is thus essential for accurate translation. Deletion of 1 of the L12 dimers from the ribosome (by deleting the binding site on L10) leads to decreased IF-2 association with the 70S ribosome and decreased stimulation of the GTPase activity of EF-G; Belongs to the bacterial ribosomal protein bL12 family.
511145.b3987	rpoB	1342	RNA polymerase, beta subunit; DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates.
511145.b3988	rpoC	1407	RNA polymerase, beta prime subunit; DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates.
511145.b3989	yjaZ	179	Stationary phase growth adaptation protein; Heat shock protein htrC; Protein involved in response to temperature stimulus.
511145.b3990	thiH	377	Tyrosine lyase, involved in thiamine-thiazole moiety synthesis; Catalyzes the radical-mediated cleavage of tyrosine to 2- iminoacetate and 4-cresol.
511145.b3991	thiG	256	Thiamine biosynthesis ThiGH complex subunit; Catalyzes the rearrangement of 1-deoxy-D-xylulose 5-phosphate (DXP) to produce the thiazole phosphate moiety of thiamine. Sulfur is provided by the thiocarboxylate moiety of the carrier protein ThiS. In vitro, sulfur can be provided by H(2)S; Belongs to the ThiG family.
511145.b3992	thiF	251	Adenylyltransferase, modifies ThiS C-terminus; Catalyzes the adenylation by ATP of the carboxyl group of the C-terminal glycine of sulfur carrier protein ThiS; Belongs to the HesA/MoeB/ThiF family.
511145.b3993	thiE	211	Thiamine phosphate synthase (thiamine phosphate pyrophosphorylase); Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP). Belongs to the thiamine-phosphate synthase family.
511145.b3994	thiC	631	Phosphomethylpyrimidine synthase; Catalyzes the synthesis of the hydroxymethylpyrimidine phosphate (HMP-P) moiety of thiamine from aminoimidazole ribotide (AIR) in a radical S-adenosyl-L-methionine (SAM)-dependent reaction.
511145.b3995	rsd	158	Stationary phase protein, binds sigma 70 RNA polymerase subunit; Binds RpoD and negatively regulates RpoD-mediated transcription activation by preventing the interaction between the primary sigma factor RpoD with the catalytic core of the RNA polymerase and with promoter DNA. May be involved in replacement of the RNA polymerase sigma subunit from RpoD to RpoS during the transition from exponential growth to the stationary phase. Belongs to the Rsd/AlgQ family.
511145.b3996	nudC	257	NADH pyrophosphatase; Catalyzes the hydrolysis of a broad range of dinucleotide pyrophosphates, but uniquely prefers the reduced form of NADH.
511145.b3997	hemE	354	Uroporphyrinogen decarboxylase; Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III.
511145.b3998	nfi	223	Endonuclease V; DNA repair enzyme involved in the repair of deaminated bases. Selectively cleaves double-stranded DNA at the second phosphodiester bond 3' to a deoxyinosine leaving behind the intact lesion on the nicked DNA. Has a wide substrate spectrum. In addition to deoxyinosine- containing DNA, the enzyme cleaves DNA containing urea residues, AP sites, base mismatches, insertion/deletion mismatches, flaps, and pseudo-Y structures. Participates in the excision repair of hypoxanthine and xanthine (deaminated adenine and guanine) in DNA. It thereby reduces the mutagenic effects of ni [...] 
511145.b3999	yjaG	196	DUF416 domain protein; To H.influenzae HI_0431.
511145.b4000	hupA	90	HU, DNA-binding transcriptional regulator, alpha subunit; Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions; Belongs to the bacterial histone-like protein family.
511145.b4001	yjaH	231	DUF1481 family putative lipoprotein.
511145.b4002	zraP	141	Zn-dependent periplasmic chaperone; Binds zinc. Could be an important component of the zinc- balancing mechanism; Belongs to the ZraP family.
511145.b4003	zraS	465	Sensory histidine kinase in two-component regulatory system with ZraR; Member of the two-component regulatory system ZraS/ZraR. May function as a membrane-associated protein kinase that phosphorylates ZraR in response to high concentrations of zinc or lead in the medium.
511145.b4004	zraR	441	Transcriptional regulatory protein ZraR; Member of the two-component regulatory system ZraS/ZraR. When activated by ZraS it acts in conjunction with sigma-54 to regulate the expression of zraP. Positively autoregulates the expression of the zraSR operon.
511145.b4005	purD	429	Phosphoribosylglycinamide synthetase = GAR synthetase; Protein involved in purine nucleotide biosynthetic process; Belongs to the GARS family.
511145.b4006	purH	529	IMP cyclohydrolase and phosphoribosylaminoimidazolecarboxamide formyltransferase; Protein involved in purine nucleotide biosynthetic process and nucleobase, nucleoside and nucleotide interconversion.
511145.b4011	yjaA	127	Stress-induced protein.
511145.b4012	yjaB	147	GNAT-family putative N-acetyltransferase; N-epsilon-lysine acetyltransferase that catalyzes acetylation of a large number of proteins. Binds acetyl-CoA ; Belongs to the acetyltransferase family.
511145.b4013	metA	309	Homoserine O-transsuccinylase; Transfers a succinyl group from succinyl-CoA to L-homoserine, forming succinyl-L-homoserine. Utilizes a ping-pong kinetic mechanism in which the succinyl group of succinyl-CoA is initially transferred to the enzyme to form a succinyl-enzyme intermediate before subsequent transfer to homoserine to form the final product, O- succinylhomoserine. Cannot use acetyl-CoA. Belongs to the MetA family.
511145.b4014	aceB	533	Malate synthase A; Protein involved in glyoxylate cycle.
511145.b4015	aceA	434	Isocitrate lyase; Involved in the metabolic adaptation in response to environmental changes. Catalyzes the reversible formation of succinate and glyoxylate from isocitrate, a key step of the glyoxylate cycle, which operates as an anaplerotic route for replenishing the tricarboxylic acid cycle during growth on fatty acid substrates.
511145.b4016	aceK	578	Isocitrate dehydrogenase kinase/phosphatase; Bifunctional enzyme which can phosphorylate or dephosphorylate isocitrate dehydrogenase (IDH) on a specific serine residue. This is a regulatory mechanism which enables bacteria to bypass the Krebs cycle via the glyoxylate shunt in response to the source of carbon. When bacteria are grown on glucose, IDH is fully active and unphosphorylated, but when grown on acetate or ethanol, the activity of IDH declines drastically concomitant with its phosphorylation; Belongs to the AceK family.
511145.b4017	arpA	728	Ankyrin repeat protein.
511145.b4018	iclR	274	Transcriptional repressor; Regulation of the glyoxylate bypass operon (aceBAK), which encodes isocitrate lyase, malate synthase as well as isocitrate dehydrogenase kinase/phosphorylase. Glyoxylate disrupts the interaction with the promoter by favoring the inactive dimeric form. Pyruvate enhances promoter binding by stabilizing the tetrameric form.
511145.b4019	metH	1227	homocysteine-N5-methyltetrahydrofolate transmethylase, B12-dependent; Catalyzes the transfer of a methyl group from methyl- cobalamin to homocysteine, yielding enzyme-bound cob(I)alamin and methionine. Subsequently, remethylates the cofactor using methyltetrahydrofolate.
511145.b4020	yjbB	543	Putative alpha helix protein.
511145.b4021	pepE	229	Peptidase E, alpha-aspartyl dipeptidase; Hydrolyzes dipeptides containing N-terminal aspartate residues. May play a role in allowing the cell to use peptide aspartate to spare carbon otherwise required for the synthesis of the aspartate family of amino acids; Belongs to the peptidase S51 family.
511145.b4022	rluF	290	23S rRNA pseudouridine(2604) synthase; Dual specificity enzyme that catalyzes the synthesis of pseudouridine from uracil-2604 in 23S ribosomal RNA and from uracil-35 in the anticodon of tRNA(Tyr). Can, to a small extent, also react with uracil-2605. Belongs to the pseudouridine synthase RsuA family.
511145.b4023	yjbD	90	DUF3811 family protein.
511145.b4024	lysC	449	Lysine-sensitive aspartokinase 3; Aspartokinase III, lysine sensitive; Protein involved in lysine biosynthetic process via diaminopimelate and homoserine biosynthetic process.
