From	Entry	Entry Name	Protein names	Gene Names	Gene Names (synonym)	PubMed ID
Q6DHE6	Q6DHE6	Q6DHE6_DANRE	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase)	kars cb530 wu:fa16h02 zgc:92483 kars1	cb530 wu:fa16h02 zgc:92483	15256591; 17560942; 23768514; 24198278; 23594743; 26048245; 27156127; 28252024; 28934368
F1QLT3	F1QLT3	F1QLT3_DANRE	Fibroblast growth factor binding protein 2b isoform X1 (Fibroblast growth factor-binding protein 2b)	zgc:162825 fgfbp2b		23594743
A0A0R4IJX1	A0A0R4IJX1	A0A0R4IJX1_DANRE	FAST kinase domain-containing protein 3, mitochondrial (FAST kinase domains 3)	fastkd3		23594743
A0A0R4IJZ5	A0A0R4IJZ5	A0A0R4IJZ5_DANRE	Uncharacterized protein LOC678620 (Zgc:136767)	si:ch211-12p12.3 zgc:136767		12477932; 23594743
A0A0R4IPB1	A0A0R4IPB1	A0A0R4IPB1_DANRE	Tripartite motif-containing 35-21	si:ch211-175l6.8 trim35-21		21789205; 23594743; 28603526
Q8WM94	Q8WM94	Q8WM94_DANRE	Novel protein similar to MHC class II alpha chain (Si:busm1-194e12.11) (Uncharacterized protein LOC368614 precursor)	si:busm1-194e12.11 si:busm1-48c11.3 si:dz48c11.3 mhc2dga dZ48C11.3-001	si:busm1-48c11.3 si:dz48c11.3	24279922; 23594743; 27189481
A0A0R4IK06	A0A0R4IK06	A0A0R4IK06_DANRE	Ankyrin repeat and FYVE domain-containing 1 (Rabankyrin-5 isoform X1)	wu:fb69g03 ankfy1		23594743
A0A0R4IPC5	B3DIZ3	B3DIZ3_DANRE	Uncharacterized protein LOC100126019 precursor (Zgc:171967)	ganaba zgc:171967		23594743; 26469318; 28252024
B3DIZ3	B3DIZ3	B3DIZ3_DANRE	Uncharacterized protein LOC100126019 precursor (Zgc:171967)	ganaba zgc:171967		23594743; 26469318; 28252024
F1QKH3	B3DIZ3	B3DIZ3_DANRE	Uncharacterized protein LOC100126019 precursor (Zgc:171967)	ganaba zgc:171967		23594743; 26469318; 28252024
A0A0R4IMW9	A0A0R4IMW9	A0A0R4IMW9_DANRE	deleted			
F1RBS6	F1RBS6	F1RBS6_DANRE	deleted			
A0A0R4IM10	A0A0R4IM10	A0A0R4IM10_DANRE	deleted			
A0A0R4IK82	A0A0R4IK82	A0A0R4IK82_DANRE	deleted			
A0A0R4IP25	A0A0R4IP25	A0A0R4IP25_DANRE	deleted			
Q9W6T7	Q9W6T7	PSN1_DANRE	Presenilin-1 (PS-1) (Zf-PS1) (EC 3.4.23.-)	psen1		10521267
E7FBG2	E7FBG2	E7FBG2_DANRE	deleted			
A0A0R4IN23	A0A0R4IN23	A0A0R4IN23_DANRE	deleted			
Q2EI20	Q2EI20	REST_DANRE	RE1-silencing transcription factor (Neural-restrictive silencer factor)	rest nrsf	nrsf	16525062
A0A0R4IPD8	A0A0R4IPD8	A0A0R4IPD8_DANRE	deleted			
A0A0R4INZ4	A0A0R4INZ4	A0A0R4INZ4_DANRE	Calcium channel, voltage-dependent, gamma subunit 2b	cacng2b		23594743; 26178704
A0A0R4IPH9	A0A0R4IPH9	A0A0R4IPH9_DANRE	deleted			
Q1L927	Q1L927	Q1L927_DANRE	deleted			
Q0PKX7	Q0PKX7	Q0PKX7_DANRE	Fas ligand (Tumor necrosis factor ligand superfamily member 6)	fasl zgc:162027 faslg	zgc:162027	16888647; 19598108; 21527275; 23594743; 24349563; 25071022; 25792259; 27288846; 27356472; 29874755; 29883909
A0A0R4IN71	A0A0R4IN71	A0A0R4IN71_DANRE	deleted			
A0A0R4ILH4	A0A0R4ILH4	A0A0R4ILH4_DANRE	deleted			
Q5XJ33	Q5XJ33	Q5XJ33_DANRE	Pleckstrin homology-like domain family A member 1 (Pleckstrin homology-like domain, family A, member 1) (Zgc:103749)	zgc:103749 phlda1		12477932; 23594743; 23874447
A0A0R4ILB6	A0A0R4ILB6	A0A0R4ILB6_DANRE	deleted			
A0A0G2KVE1	A0A0G2KVE1	A0A0G2KVE1_DANRE	deleted			
Q502I3	Q502I3	CEP55_DANRE	Centrosomal protein of 55 kDa (Centrosomal protein 55-like)	cep55 cep55l zgc:112184	cep55l zgc:112184	23594743; 28264986
F1Q940	F1Q940	F1Q940_DANRE	deleted			
A0A0R4ING6	A0A0R4ING6	A0A0R4ING6_DANRE	Guided entry of tail-anchored proteins factor (Calcium signal-modulating cyclophilin ligand)	zgc:77424 camlg		23594743; 28934490
A0A0R4IM91	A0A0R4IM91	A0A0R4IM91_DANRE	Transient receptor potential cation channel, subfamily C, member 4b	trpc4a trpc4b		23594743
A0A0R4IQU7	A0A0R4IQU7	A0A0R4IQU7_DANRE	deleted			
Q804C0	Q804C0	Q804C0_DANRE	Neuronal calcium sensor 1	ncs1 freq freqa zgc:63620 ncs1a	freq freqa zgc:63620	16193492; 15898063; 16566913; 18261223; 19320994; 24002024; 23594743; 26469318; 28252024
X1WEC7	Q804C0	Q804C0_DANRE	Neuronal calcium sensor 1	ncs1 freq freqa zgc:63620 ncs1a	freq freqa zgc:63620	16193492; 15898063; 16566913; 18261223; 19320994; 24002024; 23594743; 26469318; 28252024
Q7ZVF2	Q7ZVF2	Q7ZVF2_DANRE	Glutamine synthetase (EC 6.3.1.2)	fb11d08 gso2 hm:zehn1949 im:7153900 wu:fb11d08 glulb	gso2 hm:zehn1949 im:7153900 wu:fb11d08	12654890; 20528263; 22750401; 23022260; 23661439; 23594743; 27189481; 26492821; 27428308; 30258730; 30199544
A0A0R4IQW4	A0A8M9PYI3	A0A8M9PYI3_DANRE	Ras-related protein Rab-35-like (Si:dkey-16l2.16)	si:dkey-16l2.16		23594743
E7EY00	A0A8M9PYI3	A0A8M9PYI3_DANRE	Ras-related protein Rab-35-like (Si:dkey-16l2.16)	si:dkey-16l2.16		23594743
A0A0R4IPJ5	A0A0R4IPJ5	A0A0R4IPJ5_DANRE	Chemokine (C-C motif) ligand 34b, duplicate 1 (Chemokine CCL-C24m precursor)	si:dkey-25o1.6 ccl34b.1		16697551; 16365434; 18482437; 23145839; 23594743; 27189481; 28351983; 30067976; 29760055
A0A0G2KVJ0	A0A0G2KVJ0	A0A0G2KVJ0_DANRE	deleted			
Q06ZW4	Q08BR4	STB1B_DANRE	Histone-lysine N-methyltransferase SETDB1-B (EC 2.1.1.354) (SET domain bifurcated 1B)	setdb1b zgc:152899		15520368
Q08BR4	Q08BR4	STB1B_DANRE	Histone-lysine N-methyltransferase SETDB1-B (EC 2.1.1.354) (SET domain bifurcated 1B)	setdb1b zgc:152899		15520368
A0A0R4ILS8	A0A0R4ILS8	A0A0R4ILS8_DANRE	deleted			
A0A0R4IR18	A0A0R4IR18	A0A0R4IR18_DANRE	Activating signal cointegrator 1 (Thyroid hormone receptor interactor 4)	dZ221I3.1 im:7143009 si:busm1-221i3.1 si:dkey-173l11.4 zgc:153348 trip4	im:7143009 si:busm1-221i3.1 si:dkey-173l11.4 zgc:153348	23594743; 26924529
D3TI67	D3TI67	D3TI67_DANRE	Prolactin-releasing hormone (Prolactin-releasing peptide)	prrp prlh		22355069; 23594743
A0A0R4IL00	A0A0R4IL00	A0A0R4IL00_DANRE	deleted			
Q7T162	Q7T162	Q7T162_DANRE	F-box and leucine-rich repeat protein 3a (F-box/LRR-repeat protein 3 isoform X1) (Fbxl3a protein)	im:7153024 zgc:103721 fbxl3a dZ13F19.1-001	zgc:103721	12477932; 23594743
A0A0R4IQ50	A0A0R4IQ50	A0A0R4IQ50_DANRE	deleted			
A0A0H2UKP8	A0A0H2UKP8	A0A0H2UKP8_DANRE	deleted			
A0A0R4IPQ8	A0A0R4IPQ8	A0A0R4IPQ8_DANRE	deleted			
A0A0R4IL09	A0A0R4IL09	A0A0R4IL09_DANRE	deleted			
B0EVQ1	B0EVQ1	B0EVQ1_DANRE	Suppressor of cytokine signaling 9 isoform X1 (Suppressor of cytokine-signaling 9)	SOCS9 socs4 socs4b wu:fc67f12 socs9	socs4 socs4b wu:fc67f12	16109975; 18029016; 22412924; 23594743; 27356472; 29642853
A0A0R4IMG9	A0A0R4IMG9	A0A0R4IMG9_DANRE	Small nuclear ribonucleoprotein 48 (U11/U12) (U11/U12 small nuclear ribonucleoprotein 48 kDa protein)	fd10a06 wu:fd10a06 snrnp48	wu:fd10a06	16109975; 23594743; 29872546
Q6GMM1	Q6GMM1	Q6GMM1_DANRE	Growth arrest and DNA damage-inducible protein GADD45 alpha	gadd45a zgc:91795 gadd45ab	zgc:91795	19109892; 19328561; 19439512; 18764902; 19129914; 23594743; 26116173; 27671199; 27189481; 28701377; 28159303
A0A0R4IM03	A0A0R4IM03	A0A0R4IM03_DANRE	deleted			
A0A0G2KW52	A0A0G2KW52	A0A0G2KW52_DANRE	deleted			
Q6KC13	Q6KC13	Q6KC13_DANRE	Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase (EC 2.4.3.8) (Alpha-2,8-sialyltransferase 8A) (Ganglioside GD3 synthase) (Sialyltransferase 8A) (Sialyltransferase St8Sia I)	siat 8A zgc:158304 st8sia1 DKEY-117O14.5-001	zgc:158304	15843597; 18811928; 18265011; 18704683; 18642128; 22352757; 23594743; 27189481; 30405127; 30709055
A0A0G2KU15	F1Q5R8	F1Q5R8_DANRE	Aldehyde oxidase (EC 1.2.3.1) (Aldehyde oxidase beta) (Aldehyde oxidase isoform X1)	aox6 aox1 si:ch211-246m6.10	aox1 si:ch211-246m6.10	17222522; 17898172; 21909283; 23263164; 23594743; 26469318; 27189481; 27086301; 28252024
A0A0G2KW58	F1Q5R8	F1Q5R8_DANRE	Aldehyde oxidase (EC 1.2.3.1) (Aldehyde oxidase beta) (Aldehyde oxidase isoform X1)	aox6 aox1 si:ch211-246m6.10	aox1 si:ch211-246m6.10	17222522; 17898172; 21909283; 23263164; 23594743; 26469318; 27189481; 27086301; 28252024
F1Q5R8	F1Q5R8	F1Q5R8_DANRE	Aldehyde oxidase (EC 1.2.3.1) (Aldehyde oxidase beta) (Aldehyde oxidase isoform X1)	aox6 aox1 si:ch211-246m6.10	aox1 si:ch211-246m6.10	17222522; 17898172; 21909283; 23263164; 23594743; 26469318; 27189481; 27086301; 28252024
A0A0R4IR82	A0A0R4IR82	A0A0R4IR82_DANRE	deleted			
Q789K9	Q789K9	Q789K9_DANRE	Ubiquitin-conjugating enzyme E2 A (EC 6.3.2.19) (Ubiquitin-conjugating enzyme E2A (RAD6 homolog))	mp:zf637-2-000771 si:bz46j2.4 wu:fa01h11 ube2a	si:bz46j2.4 wu:fa01h11	16109975; 20603019; 24240475; 23594743; 25756310; 29061699; 29258003; 30867490
A0A0R4IPU7	A0A0R4IPU7	A0A0R4IPU7_DANRE	deleted			
Q08CN0	Q08CN0	TPPC2_DANRE	Trafficking protein particle complex subunit 2	trappc2 zgc:152903		
A0A0R4IPQ6	A0A0R4IPQ6	A0A0R4IPQ6_DANRE	deleted			
Q6DGC3	Q6PH53	Q6PH53_DANRE	AN1-type zinc finger protein 6 (Zinc finger A20 domain-containing protein 3)	zgc:101121 AWP1 fb11b11 wu:fb11b11 zfand6	AWP1 fb11b11 wu:fb11b11	15520368; 23594743; 26963759
Q6PH53	Q6PH53	Q6PH53_DANRE	AN1-type zinc finger protein 6 (Zinc finger A20 domain-containing protein 3)	zgc:101121 AWP1 fb11b11 wu:fb11b11 zfand6	AWP1 fb11b11 wu:fb11b11	15520368; 23594743; 26963759
A0A0R4IP12	A0A0R4IP12	A0A0R4IP12_DANRE	PDS5 cohesin-associated factor B (Sister chromatid cohesion protein PDS5 homolog B)	pds5b		23594743
A0A0G2KWA4	A0A0G2KWA4	A0A0G2KWA4_DANRE	deleted			
Q6DG93	Q6DG93	Q6DG93_DANRE	deleted			
A0A0R4IRC9	A0A0R4IRC9	A0A0R4IRC9_DANRE	Si:dkey-245n4.2	si:dkey-245n4.2		23594743
Q7SXP0	Q7SXP0	S22BB_DANRE	Vesicle-trafficking protein SEC22b-B (SEC22 vesicle-trafficking protein homolog B-B)	sec22bb sec22l1b	sec22l1b	
Q7T319	Q7T319	Q7T319_DANRE	Transcription elongation factor 1 homolog	zgc:64163 elof1		23594743; 27189481; 28173755
P0C8M3	P0C8M3	SVBP_DANRE	Small vasohibin-binding protein (Coiled-coil domain-containing protein 23)	svbp ccdc23	ccdc23	23594743
A0A0R4IN07	A0A0R4IN07	A0A0R4IN07_DANRE	deleted			
A0A0R4IQ43	A0A0R4IQ43	A0A0R4IQ43_DANRE	C-X-C motif chemokine 11-6-like (Chemokine (C-X-C motif) ligand 11, duplicate 5)	cxcl11.5		23594743
A3KP93	A3KP93	A3KP93_DANRE	Hint2 protein (Histidine triad nucleotide-binding protein) (Histidine triad nucleotide-binding protein 2, mitochondrial)	si:dkey-87i10.2 zgc:163082 hint2	zgc:163082	19320994; 23594743
Q0GFG2	Q0GFG2	Q0GFG2_DANRE	Cyclic nucleotide-gated channel CNGA5 (Cyclic nucleotide-gated channel subunit alpha 2a) (Cyclic nucleotide-gated olfactory channel)	cnga5 cnga2a		16887101; 19778592; 23594743; 27903883; 30294598
Q6NVC8	Q6PH11	PYM1_DANRE	Partner of Y14 and mago (PYM homolog 1 exon junction complex-associated factor) (Protein wibg homolog)	pym1 pym wibg zgc:65891	pym wibg	
Q6PH11	Q6PH11	PYM1_DANRE	Partner of Y14 and mago (PYM homolog 1 exon junction complex-associated factor) (Protein wibg homolog)	pym1 pym wibg zgc:65891	pym wibg	
A0A0R4ILF8	A0A0R4ILF8	A0A0R4ILF8_DANRE	deleted			
Q9DG11	Q9DG12	ARNT2_DANRE	Aryl hydrocarbon receptor nuclear translocator 2 (ARNT protein 2) (zfARNT2)	arnt2		11072074; 10960127
Q9DG12	Q9DG12	ARNT2_DANRE	Aryl hydrocarbon receptor nuclear translocator 2 (ARNT protein 2) (zfARNT2)	arnt2		11072074; 10960127
Q9DG13	Q9DG12	ARNT2_DANRE	Aryl hydrocarbon receptor nuclear translocator 2 (ARNT protein 2) (zfARNT2)	arnt2		11072074; 10960127
Q9IAS2	Q9DG12	ARNT2_DANRE	Aryl hydrocarbon receptor nuclear translocator 2 (ARNT protein 2) (zfARNT2)	arnt2		11072074; 10960127
F1QSA4	F1QSA4	F1QSA4_DANRE	Myelin-associated glycoprotein (Myelin-associated glycoprotein isoform X1)	siglec-4 mag		15229193; 16109975; 18296487; 19765300; 20692250; 23594743; 26714454; 27189481; 27757989; 28252024; 30448381
A0A0R4INZ6	A0A0R4INZ6	A0A0R4INZ6_DANRE	Betacellulin, epidermal growth factor family member	btc		23594743
P79728	P79728	EFNA5_DANRE	Ephrin-A5b (AL-1) (EPH-related receptor tyrosine kinase ligand 7) (LERK-7) (ZfEPHL4)	efna5b al1 efna5 eplg7 lerk7	al1 efna5 eplg7 lerk7	9043080
A0A0R4IQM5	A0A0R4IQM5	A0A0R4IQM5_DANRE	deleted			
A0A0R4IQB8	A0A0R4IQB8	A0A0R4IQB8_DANRE	pre-rRNA processing protein FTSJ3 (EC 2.1.1.-) (2'-O-ribose RNA methyltransferase SPB1 homolog) (Protein ftsJ homolog 3) (Putative rRNA methyltransferase 3)	cb410 ftsj FTSJ3 sb:cb410 wu:fa08a09 ftsj3	ftsj FTSJ3 sb:cb410 wu:fa08a09	24198278; 23594743; 27189481
A0A0G2KWZ2	A0A0G2KWZ2	A0A0G2KWZ2_DANRE	C-X-C motif chemokine 11-6-like	cxcl11.3 LOC100334604	LOC100334604	23594743
Q4V8Q5	Q4V8Q5	Q4V8Q5_DANRE	Serine and arginine-rich-splicing factor 7b (Serine/arginine-rich splicing factor 7) (Splicing factor, arginine/serine-rich 7)	sfrs7 srsf7 zgc:114203 srsf7b	srsf7 zgc:114203	23594743; 27189481
A0A0R4IT02	A0A0R4IT02	A0A0R4IT02_DANRE	Tumor necrosis factor receptor superfamily, member 9b	tnfrsf9 tnfrsf9b		19598108; 23594743
A0A0R4ILN2	A0A0R4ILN2	A0A0R4ILN2_DANRE	deleted			
A0A0R4IR75	A0A0R4IR75	A0A0R4IR75_DANRE	deleted			
F1QPH9	F1QPH9	F1QPH9_DANRE	deleted			
A0A0R4IQX3	A0A0R4IQX3	A0A0R4IQX3_DANRE	deleted			
A0A0R4IP80	A0A0R4IR84	A0A0R4IR84_DANRE	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 1)	fj47c03 ndst1 wu:fj47c03 ndst1b	ndst1 wu:fj47c03	19858418; 23594743; 24643020; 25767878; 27189481
A0A0R4IR84	A0A0R4IR84	A0A0R4IR84_DANRE	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 1)	fj47c03 ndst1 wu:fj47c03 ndst1b	ndst1 wu:fj47c03	19858418; 23594743; 24643020; 25767878; 27189481
A0A0R4IQT2	A0A0R4IUM7	A0A0R4IUM7_DANRE	Sodium channel protein	Nav1.1 scn1a scn1Laa unm_sa1674 zgc:158596 zgc:55600 zscn8 scn1laa	scn1a scn1Laa unm_sa1674 zgc:158596 zgc:55600 zscn8	23594743
A0A0R4IUM7	A0A0R4IUM7	A0A0R4IUM7_DANRE	Sodium channel protein	Nav1.1 scn1a scn1Laa unm_sa1674 zgc:158596 zgc:55600 zscn8 scn1laa	scn1a scn1Laa unm_sa1674 zgc:158596 zgc:55600 zscn8	23594743
A0A0R4IQY0	A0A0R4IQY0	A0A0R4IQY0_DANRE	deleted			
E7FE13	E7FE13	LGR4_DANRE	Leucine-rich repeat-containing G-protein coupled receptor 4	lgr4		23594743; 21570488; 32493844
A0A0R4ILQ9	A0A0R4ILQ9	A0A0R4ILQ9_DANRE	deleted			
Q6DGT7	Q6DGT7	NSE1_DANRE	Non-structural maintenance of chromosomes element 1 homolog (Non-SMC element 1 homolog) (EC 2.3.2.27)	nsmce1 zgc:92777		
A0A0R4IP02	A0A0R4IP02	A0A0R4IP02_DANRE	Kelch-like family member 13 (Kelch-like protein 13 isoform X4)	wu:fc15b07 zgc:163008 klhl13	zgc:163008	23594743
F1QDI3	F1QDI3	F1QDI3_DANRE	deleted			
Q7SXX7	Q7SXX7	MB12A_DANRE	Multivesicular body subunit 12A (ESCRT-I complex subunit MVB12A) (Protein FAM125A)	mvb12a fam125a zgc:63691	fam125a	
A0A0R4IPF0	A0A0R4IPF0	A0A0R4IPF0_DANRE	deleted			
F1R0U5	F1R0U5	F1R0U5_DANRE	deleted			
Q6DRH1	Q6DRH1	Q6DRH1_DANRE	deleted			
A0A0R4IPA7	A0A0R4IPA7	A0A0R4IPA7_DANRE	Sperm flagellar 2 (Sperm flagellar protein 2)	si:ch211-149f21.2 spef2		12234666; 23594743
A0A0G2KXH3	A0A0G2KXH3	A0A0G2KXH3_DANRE	deleted			
Q7ZW81	Q7ZW81	Q7ZW81_DANRE	Mibp protein (Muscle-specific beta 1 integrin-binding protein) (Nicotinamide riboside kinase 2)	cb1024 urk mibp	urk	23151342; 23594743; 27189481; 26804912; 28658311; 30174136
A0A0G2KXI9	A0A0G2KXI9	A0A0G2KXI9_DANRE	deleted			
A0A0G2KXJ0	A0A0G2KXJ0	A0A0G2KXJ0_DANRE	deleted			
A0A0R4IR57	A0A0R4IR57	A0A0R4IR57_DANRE	deleted			
F1Q8M2	F1Q8M2	F1Q8M2_DANRE	deleted			
E7FFI2	E7FFI2	E7FFI2_DANRE	SH3KBP1-binding protein 1	shkbp1		23594743
A0A0G2KXP0	A0A0G2KXP0	A0A0G2KXP0_DANRE	deleted			
A0A0R4ISB9	A0A0R4ISB9	A0A0R4ISB9_DANRE	Protein kinase C-binding protein 1 isoform X1 (Zinc finger, MYND-type-containing 8)	zmynd8		23594743
A0A0G2KXQ3	A0A0G2KXQ3	A0A0G2KXQ3_DANRE	deleted			
A0A0R4IRK8	A0A0R4IRK8	A0A0R4IRK8_DANRE	deleted			
A0A0R4IQX4	A0A0R4IQX4	A0A0R4IQX4_DANRE	Dyslexia-associated protein KIAA0319 isoform X2 (Si:ch73-215d9.1)	si:ch73-215d9.1 kiaa0319		23594743
F1QE01	F1QE01	F1QE01_DANRE	deleted			
A0A0R4IR81	A0A0R4IR81	A0A0R4IR81_DANRE	deleted			
A0A0R4IT36	A0A0R4IT36	A0A0R4IT36_DANRE	Junctophilin	fc26e06 jph3 si:ch211-255l14.9 wu:fc26e06 jph3b	jph3 si:ch211-255l14.9 wu:fc26e06	21873635; 23594743
Q4V948	Q7SZE5	SC23A_DANRE	Protein transport protein Sec23A (SEC23-related protein A)	sec23a		
Q7SZE5	Q7SZE5	SC23A_DANRE	Protein transport protein Sec23A (SEC23-related protein A)	sec23a		
A0A0R4IP15	A0A0R4IP15	A0A0R4IP15_DANRE	Neogenin 1a (Neogenin isoform 1 precursor)	cb333 neo1 zgc:109795 zneo1 neo1a	neo1 zgc:109795 zneo1	12351191; 15081375; 15087125; 15973704; 17937501; 22214306; 23594743; 24892953; 26190107; 25993117; 30174136
A0A0R4IPM4	A0A0R4IPM4	A0A0R4IPM4_DANRE	deleted			
A0A0R4II12	A0A0R4II12	A0A0R4II12_DANRE	deleted			
A0A0R4IRW1	A0A0R4IRW1	A0A0R4IRW1_DANRE	deleted			
A0A0R4IP51	A0A0R4IP51	A0A0R4IP51_DANRE	deleted			
A0A0R4IQG1	A0A0R4IQG1	A0A0R4IQG1_DANRE	Hydroxymethylglutaryl-CoA synthase (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)	zgc:56481 hmgcs1		23594743
A0A0R4IP36	A0A0R4IP36	A0A0R4IP36_DANRE	deleted			
A0A0G2KY48	A0A0G2KY48	A0A0G2KY48_DANRE	deleted			
A0A0G2KY54	A0A0G2KY54	A0A0G2KY54_DANRE	deleted			
A0A0R4IRH8	A0A0R4IRH8	A0A0R4IRH8_DANRE	deleted			
A0A0R4ISV3	Q503W5	Q503W5_DANRE	Tumor suppressor candidate 3 (Tusc3 protein)	zgc:110044 tusc3		19717468; 23594743; 26469318; 27189481; 28252024
E7FCL8	Q503W5	Q503W5_DANRE	Tumor suppressor candidate 3 (Tusc3 protein)	zgc:110044 tusc3		19717468; 23594743; 26469318; 27189481; 28252024
Q503W5	Q503W5	Q503W5_DANRE	Tumor suppressor candidate 3 (Tusc3 protein)	zgc:110044 tusc3		19717468; 23594743; 26469318; 27189481; 28252024
A0A0R4IMM9	A0A0R4IMM9	A0A0R4IMM9_DANRE	Sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A (Semaphorin-5A)	wu:fa95e03 wu:fi41a04 sema5a	wu:fi41a04	19059233; 23594743; 26469318; 27189481; 27049946; 26773060
A0A0R4IQJ2	A0A0R4IQJ2	A0A0R4IQJ2_DANRE	deleted			
Q6NZZ4	Q6NZZ4	TM107_DANRE	Transmembrane protein 107	tmem107 zgc:77926		
Q9PVK5	Q9PVK5	LDHA_DANRE	L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27)	ldha		
A0A0R4INH3	A0A0R4INH3	A0A0R4INH3_DANRE	INO80 complex subunit D-like (INO80 complex subunit Da)	LOC110440037 ino80da		23594743
A0A0R4IRK6	A0A0R4IRK6	A0A0R4IRK6_DANRE	deleted			
A0A0G2KYA2	A0A0G2KYA2	A0A0G2KYA2_DANRE	deleted			
A0A0G2KYC0	A0A0G2KYC0	A0A0G2KYC0_DANRE	Cytoplasmic polyadenylation element-binding protein 4	cpeb4b		23594743; 27189481; 28252024
Q6PHJ8	Q6PHJ8	Q6PHJ8_DANRE	Myosin regulatory light chain 12B (Myosin, light chain 12, genome duplicate 1) (Myosin, light polypeptide 9, like)	myl9l bing3y hm:zeh0157 mlc-4 wu:fa93e09 wu:fe06h06 zeh0157 zgc:65791 myl12.1	bing3y hm:zeh0157 mlc-4 wu:fa93e09 wu:fe06h06 zeh0157 zgc:65791	11116087; 19439512; 23284763; 22923438; 23066079; 23594743; 30399336; 30327325; 30568597; 30120238; 31080065
A0A0R4IS45	A0A0R4IS45	A0A0R4IS45_DANRE	Conserved oligomeric Golgi complex subunit 6 (COG complex subunit 6) (Component of oligomeric Golgi complex 6)	si:ch211-203f4.1 zgc:56117 cog6	zgc:56117	23594743; 27189481; 30905685
A0A0R4IQS3	A0A0R4IQS3	A0A0R4IQS3_DANRE	deleted			
A0A0R4IS50	A0A0R4IS50	A0A0R4IS50_DANRE	deleted			
A0A0R4IRA8	A0A0R4IRA8	A0A0R4IRA8_DANRE	Si:dkey-33b17.3 (Uncharacterized protein LOC563286)	si:busm1-160c18.3 si:dkey-33b17.3 si:dz160c18.3 zgc:158775 mhc2d8.35b2	si:dkey-33b17.3 si:dz160c18.3 zgc:158775	22805612; 24279922; 23594743; 27189481
A2BHX1	Q5MPX4	Q5MPX4_DANRE	Transferrin receptor protein 1	tfr1a		9007251; 15563524; 17567778; 18086703; 19047682; 23594743; 27189481; 27231142; 28252024; 29203887; 30309860
Q5MPX4	Q5MPX4	Q5MPX4_DANRE	Transferrin receptor protein 1	tfr1a		9007251; 15563524; 17567778; 18086703; 19047682; 23594743; 27189481; 27231142; 28252024; 29203887; 30309860
B0EVP7	B0EVP7	B0EVP7_DANRE	Suppressor of cytokine signaling 5 (Suppressor of cytokine-signaling 5a)	SOCS5 socs5 zgc:153506 socs5a	socs5 zgc:153506	17498288; 18029016; 22412924; 23594743; 27189481
A0A0R4IPH2	A0A0R4IPH2	A0A0R4IPH2_DANRE	deleted			
A0A0G2KYH9	A0A0G2KYH9	A0A0G2KYH9_DANRE	Chemokine (C-X-C motif) ligand 8a (Permeability factor 2 isoform X1)	cxcl8a		23594743
A0A0G2KYI1	A0A0G2KYI1	A0A0G2KYI1_DANRE	deleted			
A0A0R4IS80	A0A8M2BGP9	A0A8M2BGP9_DANRE	Bromodomain and PHD finger-containing protein 3 isoform X1 (Bromodomain and PHD finger-containing, 3a)	brpf3a		23594743
A0A0R4IPI6	A0A0R4IPI6	A0A0R4IPI6_DANRE	deleted			
A4IGC1	A4IGC1	A4IGC1_DANRE	Neuroplastin a (Neuroplastin precursor) (Sb:cb578) (Zgc:162565 protein)	sb:cb578 wu:fj19g07 nptna zgc:162565	wu:fj19g07	23594743; 28265462
H9GY24	H9GY24	H9GY24_DANRE	deleted			
A0A0R4IQX8	A0A0R4IQX8	A0A0R4IQX8_DANRE	deleted			
Q6DHL4	Q6DHL4	SUMO2_DANRE	Small ubiquitin-related modifier 2 (SUMO-2)	sumo2 zgc:92241		
A8WFU8	A8WFU8	KIF22_DANRE	Kinesin-like protein KIF22	kif22 zgc:171724		
A0A0R4ITP1	A0A0R4ITP1	A0A0R4ITP1_DANRE	deleted			
A0A0R4IT01	A0A0R4IT01	A0A0R4IT01_DANRE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2 (NDUFA4 mitochondrial complex-associated-like 2a)	ndufa4l2a		23594743
A0A0R4IN61	A0A0R4IN61	A0A0R4IN61_DANRE	deleted			
A0A0N4SU68	A0A0N4SU68	A0A0N4SU68_DANRE	deleted			
A0A0R4ITC5	A0A0R4ITC5	TRRAP_DANRE	Transformation/transcription domain-associated protein	trrap		23594743; 31231791
A0A0R4IN82	A0A0R4IN82	A0A0R4IN82_DANRE	deleted			
A0A0R4IN76	A0A0R4IN76	A0A0R4IN76_DANRE	deleted			
A8WGA3	A8WGA3	LFN1L_DANRE	Leucine-rich repeat and fibronectin type III domain-containing protein 1-like protein	lrfn1l zgc:172282		
