From	Entry	Entry Name	Protein names	Gene Names	Gene Ontology IDs
A0A8M2BLV8	A0A8M2BLV8	A0A8M2BLV8_DANRE	Leucine-rich repeat and Ig domain-containing 1a (Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1)	lingo1a	GO:0005154; GO:0005615; GO:0016020; GO:0031012; GO:0031103
Q90Z70	Q90Z70	Q90Z70_DANRE	Robo2 (Roundabout homolog 2 precursor) (Roundabout2)	sb:eu937 unp1881 robo2	GO:0001656; GO:0001657; GO:0007156; GO:0007411; GO:0007413; GO:0007420; GO:0009986; GO:0016020; GO:0016199; GO:0021602; GO:0021891; GO:0021952; GO:0031290; GO:0033564; GO:0042802; GO:0043005; GO:0048696; GO:0048843; GO:0050772; GO:0050975; GO:0051964; GO:0060385
A0A8M9QKN6	A0A8M9QKN6	A0A8M9QKN6_DANRE	receptor protein-tyrosine kinase (EC 2.7.10.1)	csf1ra CSF-1R csf1r fms M-CSF-R panther	GO:0004714; GO:0005524; GO:0005886; GO:0006468; GO:0007169; GO:0019221; GO:0019955
Q49BB0	Q49BB0	Q49BB0_DANRE	Deleted in colorectal cancer (Netrin receptor DCC) (cDNA, clone cssl:d0844)	zdcc dcc	GO:0007155; GO:0007411; GO:0016020; GO:0016358; GO:0021952; GO:0021960; GO:0030516; GO:0031103; GO:0033564; GO:0038006; GO:0048665; GO:0048846; GO:0071678; GO:0071679
A0A8M9PHF0	A0A8M9PHF0	A0A8M9PHF0_DANRE	receptor protein-tyrosine kinase (EC 2.7.10.1)	epha7 fc51g03 si:dkey-23k6.1 wu:fc51g03	GO:0005003; GO:0005524; GO:0005886; GO:0006468
Q5ZEW1	Q5ZEW1	Q5ZEW1_DANRE	receptor protein-tyrosine kinase (EC 2.7.10.1)	ephA4 apha3 cb246 ek2 epha3 EphA4 rtk1 sb:cb246 zek2 zgc:109882 epha4a	GO:0005003; GO:0005524; GO:0005769; GO:0005886; GO:0006468; GO:0007155
A0A0B5JK74	A0A0B5JK74	A0A0B5JK74_DANRE	deleted		
Q32SK9	Q32SK9	Q32SK9_DANRE	Netrin-1	ntn2	GO:0005102; GO:0005576; GO:0005604; GO:0008045; GO:0009887; GO:0009888; GO:0016358
E7F6E8	E7F6E8	E7F6E8_DANRE	Draxin (Si:dkey-1c11.1)	si:dkey-1c11.1 draxinb	GO:0005576; GO:0007411; GO:0016055
Z4YIA7	Z4YIA7	Z4YIA7_DANRE	Calumenin-A (Calumenin-A precursor)	calu wu:fd50c05 zgc:86677 calua	GO:0005509
A0A0B5JW41	A0A0B5JW41	A0A0B5JW41_DANRE	deleted		
Q5J1R8	Q5J1R8	Q5J1R8_DANRE	Muscle, skeletal receptor tyrosine-protein kinase isoform 2 precursor (EC 2.7.10.1) (Unplugged isoform SV1)	si:dz57f23.3 fj98e12 si:busm1-57f23.3 si:dz46m7.2 unp wu:fj98e12 zgc:63467 musk	GO:0004714; GO:0005524; GO:0006468; GO:0007169; GO:0007411; GO:0008045; GO:0010976; GO:0014068; GO:0017147; GO:0030517; GO:0033674; GO:0042802; GO:0043113; GO:0043235; GO:0045211; GO:0051124; GO:0071340
Q90275	Q90275	CADH2_DANRE	Cadherin-2 (Neural cadherin) (N-cadherin) (Parachute) (ZNCAD)	cdh2 pac	GO:0000902; GO:0001502; GO:0001755; GO:0001756; GO:0001764; GO:0005509; GO:0005737; GO:0005886; GO:0005912; GO:0007043; GO:0007156; GO:0007158; GO:0007398; GO:0007411; GO:0007413; GO:0007416; GO:0007420; GO:0007422; GO:0008045; GO:0009986; GO:0010001; GO:0010002; GO:0014069; GO:0014704; GO:0016339; GO:0016342; GO:0021511; GO:0021535; GO:0021577; GO:0021591; GO:0021915; GO:0030027; GO:0030057; GO:0030901; GO:0030902; GO:0030917; GO:0034332; GO:0035118; GO:0035142; GO:0036342; GO:0042246; GO:0042383; GO:0042476; GO:0042478; GO:0042734; GO:0043005; GO:0044331; GO:0045177; GO:0045198; GO:0045296; GO:0048048; GO:0048331; GO:0048332; GO:0048471; GO:0048514; GO:0048699; GO:0048752; GO:0050770; GO:0051966; GO:0060030; GO:0060041; GO:0060059; GO:0060088; GO:0060271; GO:0070285; GO:0070654; GO:0071679; GO:0090248; GO:0097150; GO:0097475; GO:0098609; GO:0098742; GO:2000178
B8A5J4	B8A5J4	B8A5J4_DANRE	protein-tyrosine-phosphatase (EC 3.1.3.48)	ptprz1b	GO:0004725; GO:0035335
A0A0B5JQ62	A0A0B5JQ62	A0A0B5JQ62_DANRE	deleted		
A0A8M1P182	A0A8M1P182	A0A8M1P182_DANRE	Wu:fc46h12 precursor	wu:fc46h12 fc46h12	
A0A8M1NF77	A0A8M1NF77	A0A8M1NF77_DANRE	WAP four-disulfide core domain 1 (WAP four-disulfide core domain protein 1 isoform X1) (WAP four-disulfide core domain protein 1 precursor)	zgc:158671 wfdc1	GO:0001558; GO:0005615; GO:0030414
Q90Z31	Q90Z31	Q90Z31_DANRE	Ephrin B3 (Ephrin-B3 precursor) (Ephrin-B3b)	efnb3 id:ibd5049 zgc:111938 efnb3b	GO:0005886; GO:0007411; GO:0021654; GO:0046875; GO:0048013
A0A8M1Q1X6	A0A8M1Q1X6	A0A8M1Q1X6_DANRE	Ephrin-A3 (Ephrin-A3a)	efna3a	GO:0005886; GO:0007411; GO:0046875; GO:0048013; GO:0098552
B3DIH3	B3DIH3	B3DIH3_DANRE	Hapln1a protein (Hyaluronan and proteoglycan link protein 1 isoform 2 precursor) (Hyaluronan and proteoglycan link protein 1a)	crtl1 fc26f11 fc37g04 fc50e12 fc55h01 hapln1 wu:fc26f11 wu:fc37g04 wu:fc50e12 wu:fc55h01 hapln1a	GO:0001501; GO:0002052; GO:0005540; GO:0005615; GO:0007155; GO:0007417; GO:0010001; GO:0031101; GO:0045202; GO:0072534
A0A2R8RYG1	A0A2R8RYG1	A0A2R8RYG1_DANRE	Immunoglobulin superfamily member 11 (Immunoglobulin superfamily member 11 precursor)	sc:d812 seurat igsf11	GO:0005911; GO:0016020; GO:0050934; GO:0097324; GO:0098742
A4JYS5	A4JYS5	A4JYS5_DANRE	Uncharacterized protein LOC792578 (cDNA, clone cssl:d0834)	zgc:165604	GO:0005911; GO:0016020; GO:0098742
Q9IAR4	Q9IAR4	Q9IAR4_DANRE	Anosmin-1 (EC 3.4.21.4) (Kal1.1)	wu:fl91z45 anosmin-1a kal1.1 kal1a anos1a	GO:0005576; GO:0007411; GO:0009986; GO:0021772; GO:0030182; GO:0030414; GO:0048920; GO:0048922; GO:0071542; GO:0097154; GO:0097155
A0A8M1RL98	A0A8M1RL98	A0A8M1RL98_DANRE	protein-tyrosine-phosphatase (EC 3.1.3.48)	ca16c	GO:0004725; GO:0006470
A2RRV7	A2RRV7	A2RRV7_DANRE	Receptor-like tyrosine kinase (Tyrosine-protein kinase RYK precursor (EC 2.7.10.1)) (Zgc:158381 protein)	zgc:158381 wu:fb37b12 wu:fi05b06 ryk	GO:0004672; GO:0005524; GO:0005886; GO:0006468; GO:0007169; GO:0007223; GO:0007409; GO:0017147; GO:0033674; GO:0042074; GO:0043235; GO:0051209; GO:0060026; GO:0060028; GO:0060030
O42114	O42114	O42114_DANRE	Spondin-1 (F-spondin)	cb1051 F-spondin2 spon1b	GO:0005576; GO:0007155; GO:0031012; GO:0046872
A2VD39	A2VD39	A2VD39_DANRE	Carbonic anhydrase (EC 4.2.1.1)	zgc:158584 ca15a	GO:0004089; GO:0005886; GO:0006730; GO:0006814; GO:0006885; GO:0008270; GO:0009897; GO:0098719
A9XP97	A9XP97	A9XP97_DANRE	Sodium/hydrogen exchanger	NHE3b nhe3b si:dkey-3n22.6 slc9a3.2	GO:0005886; GO:0006814; GO:0015385; GO:0015386; GO:0016324; GO:0031526; GO:0051453; GO:0055078; GO:0071805; GO:0072488; GO:0098719
Q6PFU7	Q6PFU7	Q6PFU7_DANRE	Carbonic anhydrase (EC 4.2.1.1)	wu:fb50f02 cb1082 wu:fk91a02 ca2	GO:0004089; GO:0005737; GO:0006730; GO:0006814; GO:0006885; GO:0008270; GO:0015670; GO:0042539; GO:0071466; GO:0098719
Q9DGG9	Q9DGG9	Q9DGG9_DANRE	Myosin VIIA (Unconventional myosin-VIIa)	myo7A myo7a myo7aa	GO:0000146; GO:0005524; GO:0005737; GO:0005902; GO:0006897; GO:0007015; GO:0007423; GO:0007605; GO:0015629; GO:0016459; GO:0030050; GO:0031982; GO:0035315; GO:0050974; GO:0051015; GO:0060122; GO:0061512
A0A8M2BEY1	A0A8M2BEY1	A0A8M2BEY1_DANRE	Intraflagellar transport protein 88 homolog isoform X3	ift88 fb37b11 polaris ttc10 wu:fb37b11 xx:zah8127	
O54724	O54724	CAVN1_MOUSE	Caveolae-associated protein 1 (Cav-p60) (Cavin-1) (Polymerase I and transcript release factor)	Cavin1 Ptrf	GO:0005634; GO:0005737; GO:0005739; GO:0005783; GO:0005829; GO:0005886; GO:0005901; GO:0006361; GO:0006363; GO:0009303; GO:0009306; GO:0032991; GO:0042134; GO:0042802; GO:0043231; GO:0045121; GO:2000147
Q6YLH9	Q6YLH9	Q6YLH9_DANRE	Caveolin	CAV1 wu:fc07c04 cav1	GO:0000139; GO:0001756; GO:0001937; GO:0005794; GO:0005901; GO:0007507; GO:0008013; GO:0009953; GO:0019901; GO:0030154; GO:0031410; GO:0044325; GO:0048471; GO:0048884; GO:0050688; GO:0051480; GO:0060036; GO:0060038; GO:0060090; GO:0060338; GO:0061026; GO:0061099; GO:0070836
Q16531	Q16531	DDB1_HUMAN	DNA damage-binding protein 1 (DDB p127 subunit) (DNA damage-binding protein a) (DDBa) (Damage-specific DNA-binding protein 1) (HBV X-associated protein 1) (XAP-1) (UV-damaged DNA-binding factor) (UV-damaged DNA-binding protein 1) (UV-DDB 1) (XPE-binding factor) (XPE-BF) (Xeroderma pigmentosum group E-complementing protein) (XPCe)	DDB1 XAP1	GO:0000781; GO:0003677; GO:0003684; GO:0005615; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006281; GO:0006289; GO:0006511; GO:0006915; GO:0006974; GO:0007056; GO:0010498; GO:0016055; GO:0016567; GO:0019076; GO:0030674; GO:0031464; GO:0031465; GO:0032991; GO:0034644; GO:0035234; GO:0035861; GO:0042752; GO:0043066; GO:0043161; GO:0044725; GO:0044877; GO:0045070; GO:0045722; GO:0045732; GO:0046726; GO:0048511; GO:0051093; GO:0051702; GO:0070062; GO:0070914; GO:0071987; GO:0080008; GO:0097602; GO:0160072; GO:1901990; GO:2000242
Q2YDS1	Q2YDS1	DDB2_DANRE	DNA damage-binding protein 2 (Damage-specific DNA-binding protein 2)	ddb2 si:dkey-45f10.3	GO:0003684; GO:0005634; GO:0006281; GO:0006289; GO:0009411; GO:0016567; GO:0080008; GO:0090734
Q8NBI3	Q8NBI3	DRAXI_HUMAN	Draxin (Dorsal inhibitory axon guidance protein) (Dorsal repulsive axon guidance protein) (Neucrin)	DRAXIN C1orf187 PSEC0258 UNQ3119/PRO10268	GO:0005576; GO:0007411; GO:0016055; GO:0021516; GO:0021528; GO:0021960; GO:0030517; GO:0030900; GO:0090090; GO:0110088; GO:0110091
O95631	O95631	NET1_HUMAN	Netrin-1 (Epididymis tissue protein Li 131P)	NTN1 NTN1L	GO:0000978; GO:0000981; GO:0005576; GO:0005604; GO:0005654; GO:0005829; GO:0006357; GO:0006915; GO:0006930; GO:0007097; GO:0007265; GO:0014009; GO:0015629; GO:0030517; GO:0032488; GO:0033564; GO:0042472; GO:0045773; GO:0051963; GO:0060252; GO:0060603; GO:0061643; GO:0097475; GO:0098609; GO:1903975; GO:2000147
P02687	P02687	MBP_BOVIN	Myelin basic protein (MBP) (20 kDa microtubule-stabilizing protein) (Myelin A1 protein)	MBP	GO:0005516; GO:0005543; GO:0005886; GO:0008289; GO:0019911; GO:0032991; GO:0033269; GO:0042552; GO:0043025; GO:0043209; GO:0043218; GO:0071944
Q63450	Q63450	KCC1A_RAT	Calcium/calmodulin-dependent protein kinase type 1 (EC 2.7.11.17) (CaM kinase I) (CaM-KI) (CaM kinase I alpha) (CaMKI-alpha)	Camk1	GO:0004683; GO:0005516; GO:0005524; GO:0005634; GO:0005829; GO:0006468; GO:0006913; GO:0007049; GO:0007165; GO:0007399; GO:0010976; GO:0014069; GO:0018105; GO:0030154; GO:0032091; GO:0032880; GO:0043393; GO:0045944; GO:0046827; GO:0050807; GO:0051147; GO:0051149; GO:0051835; GO:0060143; GO:0060999; GO:0071902; GO:0098978; GO:0106310
O55013	O55013	TPPC3_MOUSE	Trafficking protein particle complex subunit 3 (BET3 homolog)	Trappc3 Bet3	GO:0000139; GO:0005737; GO:0005783; GO:0005794; GO:0005829; GO:0006888; GO:0006891; GO:0006901; GO:0030008; GO:0033106; GO:0048208; GO:0099022; GO:1990071; GO:1990072
