string_protein_id	preferred_name	protein_size	annotation
224308.BSU30360	yttA	248	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 12823818.
224308.BSU30370	bceB	646	ABC transporter (permease); Part of the ABC transporter complex BceAB (TC 3.A.1.123.5) involved in bacitracin export; Belongs to the ABC-4 integral membrane protein family.
224308.BSU30380	bceA	253	Bacitracin ABC efflux transporter (ATP-binding protein); Part of the ABC transporter complex BceAB (TC 3.A.1.123.5) involved in bacitracin export. Responsible for energy coupling to the transport system.
224308.BSU30390	bceS	334	Sensor protein BceS; Member of the two-component regulatory system BceS/BceR involved in the regulation of bacitracin resistance. Activates BceR in response to extracellular bacitracin.
224308.BSU30400	bceR	231	Sensory transduction protein BceR; Member of the two-component regulatory system BceS/BceR involved in the regulation of bacitracin resistance. When activated by BceS, binds to the upstream region of the bceAB promoter and up- regulates the expression of these two genes.
224308.BSU30410	ytrF	436	Metabolite permease; Part of the ABC transporter complex YtrBCDEF that plays a role in acetoin utilization during stationary phase and sporulation.
224308.BSU30420	ytrE	231	ABC transporter (ATP-binding protein); Part of the ABC transporter complex YtrBCDEF that plays a role in acetoin utilization during stationary phase and sporulation.
224308.BSU30430	ytrD	325	ABC transporter, permease component; Part of the ABC transporter complex YtrBCDEF that plays a role in acetoin utilization during stationary phase and sporulation.
224308.BSU30440	ytrC	328	ABC transporter, permease component; Part of the ABC transporter complex YtrBCDEF that plays a role in acetoin utilization during stationary phase and sporulation.
224308.BSU30450	ytrB	292	ABC transporter (ATP-binding protein); Part of the ABC transporter complex YtrBCDEF that plays a role in acetoin utilization during stationary phase and sporulation.
224308.BSU30460	ytrA	130	Transcriptional regulator (GntR family); Negatively regulates ABC transporter complex ytrBCDEF that plays a role in acetoin utilization during stationary phase and sporulation.
224308.BSU30466	BSU30466	52	Hypothetical protein; Evidence 5: No homology to any previously reported sequences.
224308.BSU30470	ytzC	90	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU30480	ytqA	322	Putative Fe-S oxidoreductase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme.
224308.BSU30490	ytqB	194	Putative RNA methylase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative enzyme; Belongs to the methyltransferase superfamily.
224308.BSU30500	ytpB	367	Conserved hypothetical protein; Catalyzes the transformation of a linear C35 prenyl diphosphate chain to form tetraprenyl-beta-curcumene.
224308.BSU30510	ytpA	259	Phospholipase component of bacilysocin synthesis or export; Phospholipase involved in the biosynthesis of the antibiotic bacilysocin. It probably catalyzes the hydrolysis of the 2-sn-acyl moiety of phosphatidylglycerol to produce bacilysocin (lysophosphatidylglycerol). Is also able to catalyze the hydrolysis reaction of one acyl bond in phosphatidylcholine in vitro (actual cleavage point is unknown), resulting in lysophosphatidylcholine.
224308.BSU30520	ytoA	171	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; Belongs to the transferase hexapeptide repeat family.
224308.BSU30530	ytnA	463	Putative amino acid permease; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pt: putative transporter.
224308.BSU30540	asnB	632	Asparagine synthetase; Main asparagine synthetase in vegetative cells.
224308.BSU30550	metK	400	S-adenosylmethionine synthetase; Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme.
224308.BSU30560	pckA	527	Phosphoenolpyruvate carboxykinase; Involved in the gluconeogenesis. Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP) through direct phosphoryl transfer between the nucleoside triphosphate and OAA.
224308.BSU30570	ytmB	80	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU30580	ytmA	257	Putative hydrolase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the peptidase S9B family.
224308.BSU30595	ytlA	334	Putative ABC transporter component; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pt: putative transporter.
224308.BSU30610	ytlC	260	Putative ABC transporter component, ATP-binding; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pt: putative transporter; Belongs to the ABC transporter superfamily.
224308.BSU30620	ytlD	270	Putative permease of ABC transporter; Part of a binding-protein-dependent transport system. Probably responsible for the translocation of the substrate across the membrane (By similarity).
224308.BSU30630	rppG	158	Nucleoside and RNA triphosphate phosphohydrolase; Involved in the GO system responsible for removing an oxidatively damaged form of guanine (7,8-dihydro-8-oxoguanine, 8-oxo- dGTP) from DNA and the nucleotide pool. 8-oxo-dGTP is inserted opposite dA and dC residues of template DNA with almost equal efficiency thus leading to A.T to G.C transversions (By similarity). Functions, in conjunction with MutT, to protect vegetatively growing cells from DNA- damaging agents such as H(2)O(2) or t-BHP (t-butylhydroperoxide). The 2 proteins do not however protect spores. According to phosphohydrola [...] 
224308.BSU30640	ytkC	134	Putative autolytic amidase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin.
224308.BSU30650	dps	145	DNA-protecting protein, ferritin; Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; Product type e: enzyme.
224308.BSU30659	ytzI	58	Hypothetical protein; Evidence 5: No homology to any previously reported sequences.
224308.BSU30660	ytkA	145	Putative lipoprotein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type lp: lipoprotein.
224308.BSU30670	luxS	157	S-ribosylhomocysteine lyase; Involved in the synthesis of autoinducer 2 (AI-2) which is secreted by bacteria and is used to communicate both the cell density and the metabolic potential of the environment. The regulation of gene expression in response to changes in cell density is called quorum sensing. Catalyzes the transformation of S-ribosylhomocysteine (RHC) to homocysteine (HC) and 4,5-dihydroxy-2,3-pentadione (DPD); Belongs to the LuxS family.
224308.BSU30680	ytjA	75	Conserved hypothetical protein; Could be involved in insertion of integral membrane proteins into the membrane; Belongs to the UPF0161 family.
224308.BSU30690	ytiB	187	Carbonic anhydrase; Reversible hydration of carbon dioxide.
224308.BSU30700	rpmEB	82	Ribosomal protein L31; While neither of the L31 paralogs is essential, this protein does not seem to function as the main L31 protein. Has a higher affinity for 70S ribosomes than the zinc-containing L31 paralog; is able to displace it to varying extents, even under zinc-replete conditions.
224308.BSU30710	ythA	443	Putative cytochrome bd menaquinol oxidase subunit I; May have a role in sporulation. Can compensate for the loss of cytochrome aa3; Belongs to the cytochrome ubiquinol oxidase subunit 1 family.
224308.BSU30720	ythB	346	Putative cytochrome bd menaquinol oxidase subunit II; May have a role in sporulation. Can compensate for the loss of cytochrome aa3; Belongs to the cytochrome ubiquinol oxidase subunit 2 family.
224308.BSU30739	ytzL	52	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU30740	mntD	295	Manganese ABC transporter (permease); Probably part of the ABC transporter complex MntABCD involved in manganese import. Probably responsible for the translocation of the substrate across the membrane; Belongs to the ABC-3 integral membrane protein family.
224308.BSU30750	mntC	435	Manganese ABC transporter (permease); Probably part of the ABC transporter complex MntABCD involved in manganese import. Probably responsible for the translocation of the substrate across the membrane; Belongs to the ABC-3 integral membrane protein family.
224308.BSU30760	mntB	250	Manganese ABC transporter (ATP-binding protein); Probably part of the ABC transporter complex MntABCD involved in manganese import. Probably responsible for energy coupling to the transport system.
224308.BSU30770	mntA	306	Manganese ABC transporter (manganese binding lipoprotein); Probably part of the ABC transporter complex MntABCD involved in manganese import.
224308.BSU30780	menC	371	O-succinylbenzoate-CoA synthase; Converts 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1- carboxylate (SHCHC) to 2-succinylbenzoate (OSB).
224308.BSU30790	menE	486	O-succinylbenzoic acid-CoA ligase; Converts 2-succinylbenzoate (OSB) to 2-succinylbenzoyl-CoA (OSB-CoA); Belongs to the ATP-dependent AMP-binding enzyme family. MenE subfamily.
224308.BSU30800	menB	271	Dihydroxynapthoic acid synthetase; Converts o-succinylbenzoyl-CoA (OSB-CoA) to 1,4-dihydroxy-2- naphthoyl-CoA (DHNA-CoA).
224308.BSU30810	menH-2	274	Putative 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase; Catalyzes a proton abstraction reaction that results in 2,5- elimination of pyruvate from 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate (SEPHCHC) and the formation of 2-succinyl-6- hydroxy-2,4-cyclohexadiene-1-carboxylate (SHCHC).
224308.BSU30820	menD	580	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase; Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2- succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate (SEPHCHC).
